n,m,POBLACION,GENERACION,CROSSOVER,MUTACION,NL
8,1,33000,330,0.01,0.01,112	
8,1,33000,330,0.01,0.033,112	
8,1,33000,330,0.01,0.1,112	
8,1,33000,330,0.01,0.33,112	
8,1,33000,330,0.033,0.001,112	
8,1,33000,330,0.033,0.0033,112	
8,1,33000,330,0.033,0.01,112	
8,1,33000,330,0.033,0.033,112	
8,1,33000,330,0.033,0.1,112	
8,1,33000,330,0.033,0.33,112	
8,1,33000,330,0.1,0.001,112	
8,1,33000,330,0.1,0.0033,112	
8,1,33000,330,0.1,0.01,112	
8,1,33000,330,0.1,0.033,112	
8,1,33000,330,0.1,0.1,112	
8,1,33000,330,0.1,0.33,112	
8,1,33000,330,0.3,0.001,112	
8,1,33000,330,0.3,0.0033,112	
8,1,33000,330,0.3,0.01,112	
8,1,33000,330,0.3,0.033,112	
8,1,33000,330,0.3,0.1,112	
8,1,33000,330,0.3,0.33,112	
8,1,33000,330,0.9,0.001,112	
8,1,33000,330,0.9,0.0033,112	
8,1,33000,330,0.9,0.01,112	
8,1,33000,330,0.9,0.033,112	
8,1,33000,330,0.9,0.1,112	
8,1,33000,330,0.9,0.33,112	
9,1,100,100,0.01,0.001,229	
9,1,100,100,0.01,0.0033,231	
9,1,100,100,0.01,0.01,230	
9,1,100,100,0.01,0.033,229	
9,1,100,100,0.01,0.1,229	
9,1,100,100,0.01,0.33,229	
9,1,100,100,0.033,0.001,229	
9,1,100,100,0.033,0.0033,229	
9,1,100,100,0.033,0.01,229	
9,1,100,100,0.033,0.033,229	
9,1,100,100,0.033,0.1,229	
9,1,100,100,0.033,0.33,228	
9,1,100,100,0.1,0.001,229	
9,1,100,100,0.1,0.0033,229	
9,1,100,100,0.1,0.01,229	
9,1,100,100,0.1,0.033,229	
9,1,100,100,0.1,0.1,229	
9,1,100,100,0.1,0.33,229	
9,1,100,100,0.3,0.001,229	
9,1,100,100,0.3,0.0033,228	
9,1,100,100,0.3,0.01,230	
9,1,100,100,0.3,0.033,229	
9,1,100,100,0.3,0.1,229	
9,1,100,100,0.3,0.33,229	
9,1,100,100,0.9,0.001,229	
9,1,100,100,0.9,0.0033,229	
9,1,100,100,0.9,0.01,228	
9,1,100,100,0.9,0.033,228	
9,1,100,100,0.9,0.1,228	
9,1,100,100,0.9,0.33,229	
9,1,100,1000,0.01,0.001,230	
9,1,100,1000,0.01,0.0033,231	
9,1,100,1000,0.01,0.01,231	
9,1,100,1000,0.01,0.033,230	
9,1,100,1000,0.01,0.1,231	
9,1,100,1000,0.01,0.33,230	
9,1,100,1000,0.033,0.001,230	
9,1,100,1000,0.033,0.0033,231	
9,1,100,1000,0.033,0.01,230	
9,1,100,1000,0.033,0.033,231	
9,1,100,1000,0.033,0.1,231	
9,1,100,1000,0.033,0.33,231	
9,1,100,1000,0.1,0.001,230	
9,1,100,1000,0.1,0.0033,229	
9,1,100,1000,0.1,0.01,230	
9,1,100,1000,0.1,0.033,229	
9,1,100,1000,0.1,0.1,230	
9,1,100,1000,0.1,0.33,230	
9,1,100,1000,0.3,0.001,230	
9,1,100,1000,0.3,0.0033,229	
9,1,100,1000,0.3,0.01,229	
9,1,100,1000,0.3,0.033,229	
9,1,100,1000,0.3,0.1,230	
9,1,100,1000,0.3,0.33,230	
9,1,100,1000,0.9,0.001,229	
9,1,100,1000,0.9,0.0033,229	
9,1,100,1000,0.9,0.01,229	
9,1,100,1000,0.9,0.033,230	
9,1,100,1000,0.9,0.1,229	
9,1,100,1000,0.9,0.33,229	
9,1,100,33,0.01,0.001,231	
9,1,100,33,0.01,0.0033,229	
9,1,100,33,0.01,0.01,228	
9,1,100,33,0.01,0.033,230	
9,1,100,33,0.01,0.1,229	
9,1,100,33,0.01,0.33,229	
9,1,100,33,0.033,0.001,229	
9,1,100,33,0.033,0.0033,228	
9,1,100,33,0.033,0.01,228	
9,1,100,33,0.033,0.033,229	
9,1,100,33,0.033,0.1,229	
9,1,100,33,0.033,0.33,229	
9,1,100,33,0.1,0.001,228	
9,1,100,33,0.1,0.0033,229	
9,1,100,33,0.1,0.01,228	
9,1,100,33,0.1,0.033,228	
9,1,100,33,0.1,0.1,228	
9,1,100,33,0.1,0.33,228	
9,1,100,33,0.3,0.001,227	
9,1,100,33,0.3,0.0033,229	
9,1,100,33,0.3,0.01,228	
9,1,100,33,0.3,0.033,228	
9,1,100,33,0.3,0.1,228	
9,1,100,33,0.3,0.33,228	
9,1,100,33,0.9,0.001,228	
9,1,100,33,0.9,0.0033,228	
9,1,100,33,0.9,0.01,228	
9,1,100,33,0.9,0.033,228	
9,1,100,33,0.9,0.1,228	
9,1,100,33,0.9,0.33,229	
9,1,100,330,0.01,0.001,231	
9,1,100,330,0.01,0.0033,229	
9,1,100,330,0.01,0.01,231	
9,1,100,330,0.01,0.033,230	
9,1,100,330,0.01,0.1,232	
9,1,100,330,0.01,0.33,229	
9,1,100,330,0.033,0.001,230	
9,1,100,330,0.033,0.0033,229	
9,1,100,330,0.033,0.01,231	
9,1,100,330,0.033,0.033,229	
9,1,100,330,0.033,0.1,229	
9,1,100,330,0.033,0.33,229	
9,1,100,330,0.1,0.001,228	
9,1,100,330,0.1,0.0033,228	
9,1,100,330,0.1,0.01,229	
9,1,100,330,0.1,0.033,229	
9,1,100,330,0.1,0.1,229	
9,1,100,330,0.1,0.33,230	
9,1,100,330,0.3,0.001,229	
9,1,100,330,0.3,0.0033,229	
9,1,100,330,0.3,0.01,229	
9,1,100,330,0.3,0.033,229	
9,1,100,330,0.3,0.1,229	
9,1,100,330,0.3,0.33,229	
9,1,100,330,0.9,0.001,229	
9,1,100,330,0.9,0.0033,229	
9,1,100,330,0.9,0.01,229	
9,1,100,330,0.9,0.033,229	
9,1,100,330,0.9,0.1,229	
9,1,100,330,0.9,0.33,229	
9,1,1000,100,0.01,0.001,230	
9,1,1000,100,0.01,0.0033,230	
9,1,1000,100,0.01,0.01,229	
9,1,1000,100,0.01,0.033,230	
9,1,1000,100,0.01,0.1,230	
9,1,1000,100,0.01,0.33,229	
9,1,1000,100,0.033,0.001,229	
9,1,1000,100,0.033,0.0033,230	
9,1,1000,100,0.033,0.01,230	
9,1,1000,100,0.033,0.033,230	
9,1,1000,100,0.033,0.1,230	
9,1,1000,100,0.033,0.33,230	
9,1,1000,100,0.1,0.001,229	
9,1,1000,100,0.1,0.0033,229	
9,1,1000,100,0.1,0.01,229	
9,1,1000,100,0.1,0.033,230	
9,1,1000,100,0.1,0.1,229	
9,1,1000,100,0.1,0.33,230	
9,1,1000,100,0.3,0.001,231	
9,1,1000,100,0.3,0.0033,229	
9,1,1000,100,0.3,0.01,229	
9,1,1000,100,0.3,0.033,229	
9,1,1000,100,0.3,0.1,231	
9,1,1000,100,0.3,0.33,229	
9,1,1000,100,0.9,0.001,229	
9,1,1000,100,0.9,0.0033,229	
9,1,1000,100,0.9,0.01,230	
9,1,1000,100,0.9,0.033,230	
9,1,1000,100,0.9,0.1,230	
9,1,1000,100,0.9,0.33,229	
9,1,1000,1000,0.01,0.001,230	
9,1,1000,1000,0.01,0.0033,230	
9,1,1000,1000,0.01,0.01,231	
9,1,1000,1000,0.01,0.033,231	
9,1,1000,1000,0.01,0.1,231	
9,1,1000,1000,0.01,0.33,230	
9,1,1000,1000,0.033,0.001,231	
9,1,1000,1000,0.033,0.0033,230	
9,1,1000,1000,0.033,0.01,230	
9,1,1000,1000,0.033,0.033,231	
9,1,1000,1000,0.033,0.1,231	
9,1,1000,1000,0.033,0.33,230	
9,1,1000,1000,0.1,0.001,230	
9,1,1000,1000,0.1,0.0033,230	
9,1,1000,1000,0.1,0.01,231	
9,1,1000,1000,0.1,0.033,230	
9,1,1000,1000,0.1,0.1,230	
9,1,1000,1000,0.1,0.33,230	
9,1,1000,1000,0.3,0.001,230	
9,1,1000,1000,0.3,0.0033,230	
9,1,1000,1000,0.3,0.01,230	
9,1,1000,1000,0.3,0.033,230	
9,1,1000,1000,0.3,0.1,230	
9,1,1000,1000,0.3,0.33,230	
9,1,1000,1000,0.9,0.001,230	
9,1,1000,1000,0.9,0.0033,230	
9,1,1000,1000,0.9,0.01,231	
9,1,1000,1000,0.9,0.033,230	
9,1,1000,1000,0.9,0.1,230	
9,1,1000,1000,0.9,0.33,230	
9,1,1000,33,0.01,0.001,229	
9,1,1000,33,0.01,0.0033,229	
9,1,1000,33,0.01,0.01,230	
9,1,1000,33,0.01,0.033,230	
9,1,1000,33,0.01,0.1,230	
9,1,1000,33,0.01,0.33,229	
9,1,1000,33,0.033,0.001,230	
9,1,1000,33,0.033,0.0033,230	
9,1,1000,33,0.033,0.01,230	
9,1,1000,33,0.033,0.033,230	
9,1,1000,33,0.033,0.1,229	
9,1,1000,33,0.033,0.33,229	
9,1,1000,33,0.1,0.001,229	
9,1,1000,33,0.1,0.0033,229	
9,1,1000,33,0.1,0.01,229	
9,1,1000,33,0.1,0.033,230	
9,1,1000,33,0.1,0.1,229	
9,1,1000,33,0.1,0.33,229	
9,1,1000,33,0.3,0.001,229	
9,1,1000,33,0.3,0.0033,230	
9,1,1000,33,0.3,0.01,229	
9,1,1000,33,0.3,0.033,229	
9,1,1000,33,0.3,0.1,229	
9,1,1000,33,0.3,0.33,230	
9,1,1000,33,0.9,0.001,229	
9,1,1000,33,0.9,0.0033,229	
9,1,1000,33,0.9,0.01,230	
9,1,1000,33,0.9,0.033,229	
9,1,1000,33,0.9,0.1,229	
9,1,1000,33,0.9,0.33,229	
9,1,1000,330,0.01,0.001,230	
9,1,1000,330,0.01,0.0033,229	
9,1,1000,330,0.01,0.01,230	
9,1,1000,330,0.01,0.033,231	
9,1,1000,330,0.01,0.1,232	
9,1,1000,330,0.01,0.33,230	
9,1,1000,330,0.033,0.001,230	
9,1,1000,330,0.033,0.0033,230	
9,1,1000,330,0.033,0.01,230	
9,1,1000,330,0.033,0.033,231	
9,1,1000,330,0.033,0.1,231	
9,1,1000,330,0.033,0.33,230	
9,1,1000,330,0.1,0.001,230	
9,1,1000,330,0.1,0.0033,230	
9,1,1000,330,0.1,0.01,230	
9,1,1000,330,0.1,0.033,230	
9,1,1000,330,0.1,0.1,230	
9,1,1000,330,0.1,0.33,230	
9,1,1000,330,0.3,0.001,230	
9,1,1000,330,0.3,0.0033,230	
9,1,1000,330,0.3,0.01,230	
9,1,1000,330,0.3,0.033,231	
9,1,1000,330,0.3,0.1,230	
9,1,1000,330,0.3,0.33,230	
9,1,1000,330,0.9,0.001,229	
9,1,1000,330,0.9,0.0033,230	
9,1,1000,330,0.9,0.01,229	
9,1,1000,330,0.9,0.033,230	
9,1,1000,330,0.9,0.1,230	
9,1,1000,330,0.9,0.33,230	
9,1,10000,100,0.01,0.001,231	
9,1,10000,100,0.01,0.0033,230	
9,1,10000,100,0.01,0.01,231	
9,1,10000,100,0.01,0.033,231	
9,1,10000,100,0.01,0.1,230	
9,1,10000,100,0.01,0.33,230	
9,1,10000,100,0.033,0.001,230	
9,1,10000,100,0.033,0.0033,230	
9,1,10000,100,0.033,0.01,231	
9,1,10000,100,0.033,0.033,231	
9,1,10000,100,0.033,0.1,231	
9,1,10000,100,0.033,0.33,230	
9,1,10000,100,0.1,0.001,230	
9,1,10000,100,0.1,0.0033,230	
9,1,10000,100,0.1,0.01,230	
9,1,10000,100,0.1,0.033,231	
9,1,10000,100,0.1,0.1,231	
9,1,10000,100,0.1,0.33,231	
9,1,10000,100,0.3,0.001,230	
9,1,10000,100,0.3,0.0033,230	
9,1,10000,100,0.3,0.01,230	
9,1,10000,100,0.3,0.033,230	
9,1,10000,100,0.3,0.1,230	
9,1,10000,100,0.3,0.33,231	
9,1,10000,100,0.9,0.001,230	
9,1,10000,100,0.9,0.0033,230	
9,1,10000,100,0.9,0.01,231	
9,1,10000,100,0.9,0.033,230	
9,1,10000,100,0.9,0.1,230	
9,1,10000,100,0.9,0.33,230	
9,1,10000,1000,0.01,0.001,231	
9,1,10000,1000,0.01,0.0033,231	
9,1,10000,1000,0.01,0.01,231	
9,1,10000,1000,0.01,0.033,231	
9,1,10000,1000,0.01,0.1,231	
9,1,10000,1000,0.01,0.33,231	
9,1,10000,1000,0.033,0.001,231	
9,1,10000,1000,0.033,0.0033,231	
9,1,10000,1000,0.033,0.01,231	
9,1,10000,1000,0.033,0.033,232	
9,1,10000,1000,0.033,0.1,231	
9,1,10000,1000,0.033,0.33,231	
9,1,10000,1000,0.1,0.001,231	
9,1,10000,1000,0.1,0.0033,231	
9,1,10000,1000,0.1,0.01,231	
9,1,10000,1000,0.1,0.033,231	
9,1,10000,1000,0.1,0.1,232	
9,1,10000,1000,0.1,0.33,231	
9,1,10000,1000,0.3,0.001,231	
9,1,10000,1000,0.3,0.0033,231	
9,1,10000,1000,0.3,0.01,231	
9,1,10000,1000,0.3,0.033,231	
9,1,10000,1000,0.3,0.1,231	
9,1,10000,1000,0.3,0.33,231	
9,1,10000,1000,0.9,0.001,231	
9,1,10000,1000,0.9,0.0033,230	
9,1,10000,1000,0.9,0.01,231	
9,1,10000,1000,0.9,0.033,230	
9,1,10000,1000,0.9,0.1,231	
9,1,10000,1000,0.9,0.33,230	
9,1,10000,33,0.01,0.001,230	
9,1,10000,33,0.01,0.0033,230	
9,1,10000,33,0.01,0.01,231	
9,1,10000,33,0.01,0.033,231	
9,1,10000,33,0.01,0.1,230	
9,1,10000,33,0.01,0.33,230	
9,1,10000,33,0.033,0.001,231	
9,1,10000,33,0.033,0.0033,230	
9,1,10000,33,0.033,0.01,230	
9,1,10000,33,0.033,0.033,230	
9,1,10000,33,0.033,0.1,230	
9,1,10000,33,0.033,0.33,230	
9,1,10000,33,0.1,0.001,230	
9,1,10000,33,0.1,0.0033,230	
9,1,10000,33,0.1,0.01,229	
9,1,10000,33,0.1,0.033,230	
9,1,10000,33,0.1,0.1,231	
9,1,10000,33,0.1,0.33,230	
9,1,10000,33,0.3,0.001,230	
9,1,10000,33,0.3,0.0033,230	
9,1,10000,33,0.3,0.01,230	
9,1,10000,33,0.3,0.033,230	
9,1,10000,33,0.3,0.1,230	
9,1,10000,33,0.3,0.33,230	
9,1,10000,33,0.9,0.001,230	
9,1,10000,33,0.9,0.0033,230	
9,1,10000,33,0.9,0.01,230	
9,1,10000,33,0.9,0.033,230	
9,1,10000,33,0.9,0.1,230	
9,1,10000,33,0.9,0.33,229	
9,1,10000,330,0.01,0.001,231	
9,1,10000,330,0.01,0.0033,231	
9,1,10000,330,0.01,0.01,231	
9,1,10000,330,0.01,0.033,230	
9,1,10000,330,0.01,0.1,231	
9,1,10000,330,0.01,0.33,230	
9,1,10000,330,0.033,0.001,231	
9,1,10000,330,0.033,0.0033,231	
9,1,10000,330,0.033,0.01,230	
9,1,10000,330,0.033,0.033,231	
9,1,10000,330,0.033,0.1,230	
9,1,10000,330,0.033,0.33,231	
9,1,10000,330,0.1,0.001,231	
9,1,10000,330,0.1,0.0033,230	
9,1,10000,330,0.1,0.01,231	
9,1,10000,330,0.1,0.033,230	
9,1,10000,330,0.1,0.1,231	
9,1,10000,330,0.1,0.33,231	
9,1,10000,330,0.3,0.001,230	
9,1,10000,330,0.3,0.0033,230	
9,1,10000,330,0.3,0.01,231	
9,1,10000,330,0.3,0.033,231	
9,1,10000,330,0.3,0.1,230	
9,1,10000,330,0.3,0.33,231	
9,1,10000,330,0.9,0.001,230	
9,1,10000,330,0.9,0.0033,230	
9,1,10000,330,0.9,0.01,231	
9,1,10000,330,0.9,0.033,230	
9,1,10000,330,0.9,0.1,230	
9,1,10000,330,0.9,0.33,230	
9,1,330,100,0.01,0.001,229	
9,1,330,100,0.01,0.0033,231	
9,1,330,100,0.01,0.01,229	
9,1,330,100,0.01,0.033,230	
9,1,330,100,0.01,0.1,230	
9,1,330,100,0.01,0.33,229	
9,1,330,100,0.033,0.001,230	
9,1,330,100,0.033,0.0033,230	
9,1,330,100,0.033,0.01,229	
9,1,330,100,0.033,0.033,229	
9,1,330,100,0.033,0.1,230	
9,1,330,100,0.033,0.33,229	
9,1,330,100,0.1,0.001,229	
9,1,330,100,0.1,0.0033,230	
9,1,330,100,0.1,0.01,229	
9,1,330,100,0.1,0.033,229	
9,1,330,100,0.1,0.1,230	
9,1,330,100,0.1,0.33,229	
9,1,330,100,0.3,0.001,229	
9,1,330,100,0.3,0.0033,229	
9,1,330,100,0.3,0.01,229	
9,1,330,100,0.3,0.033,229	
9,1,330,100,0.3,0.1,229	
9,1,330,100,0.3,0.33,229	
9,1,330,100,0.9,0.001,229	
9,1,330,100,0.9,0.0033,230	
9,1,330,100,0.9,0.01,230	
9,1,330,100,0.9,0.033,229	
9,1,330,100,0.9,0.1,229	
9,1,330,100,0.9,0.33,230	
9,1,330,1000,0.01,0.001,231	
9,1,330,1000,0.01,0.0033,231	
9,1,330,1000,0.01,0.01,232	
9,1,330,1000,0.01,0.033,230	
9,1,330,1000,0.01,0.1,231	
9,1,330,1000,0.01,0.33,230	
9,1,330,1000,0.033,0.001,231	
9,1,330,1000,0.033,0.0033,230	
9,1,330,1000,0.033,0.01,231	
9,1,330,1000,0.033,0.033,231	
9,1,330,1000,0.033,0.1,230	
9,1,330,1000,0.033,0.33,231	
9,1,330,1000,0.1,0.001,230	
9,1,330,1000,0.1,0.0033,230	
9,1,330,1000,0.1,0.01,230	
9,1,330,1000,0.1,0.033,230	
9,1,330,1000,0.1,0.1,230	
9,1,330,1000,0.1,0.33,230	
9,1,330,1000,0.3,0.001,230	
9,1,330,1000,0.3,0.0033,229	
9,1,330,1000,0.3,0.01,230	
9,1,330,1000,0.3,0.033,229	
9,1,330,1000,0.3,0.1,230	
9,1,330,1000,0.3,0.33,230	
9,1,330,1000,0.9,0.001,230	
9,1,330,1000,0.9,0.0033,230	
9,1,330,1000,0.9,0.01,230	
9,1,330,1000,0.9,0.033,230	
9,1,330,1000,0.9,0.1,230	
9,1,330,1000,0.9,0.33,230	
9,1,330,33,0.01,0.001,230	
9,1,330,33,0.01,0.0033,229	
9,1,330,33,0.01,0.01,229	
9,1,330,33,0.01,0.033,230	
9,1,330,33,0.01,0.1,229	
9,1,330,33,0.01,0.33,229	
9,1,330,33,0.033,0.001,230	
9,1,330,33,0.033,0.0033,230	
9,1,330,33,0.033,0.01,229	
9,1,330,33,0.033,0.033,229	
9,1,330,33,0.033,0.1,229	
9,1,330,33,0.033,0.33,229	
9,1,330,33,0.1,0.001,229	
9,1,330,33,0.1,0.0033,229	
9,1,330,33,0.1,0.01,228	
9,1,330,33,0.1,0.033,229	
9,1,330,33,0.1,0.1,228	
9,1,330,33,0.1,0.33,229	
9,1,330,33,0.3,0.001,228	
9,1,330,33,0.3,0.0033,228	
9,1,330,33,0.3,0.01,230	
9,1,330,33,0.3,0.033,228	
9,1,330,33,0.3,0.1,229	
9,1,330,33,0.3,0.33,229	
9,1,330,33,0.9,0.001,229	
9,1,330,33,0.9,0.0033,228	
9,1,330,33,0.9,0.01,229	
9,1,330,33,0.9,0.033,229	
9,1,330,33,0.9,0.1,229	
9,1,330,33,0.9,0.33,229	
9,1,330,330,0.01,0.001,230	
9,1,330,330,0.01,0.0033,230	
9,1,330,330,0.01,0.01,231	
9,1,330,330,0.01,0.033,230	
9,1,330,330,0.01,0.1,231	
9,1,330,330,0.01,0.33,230	
9,1,330,330,0.033,0.001,230	
9,1,330,330,0.033,0.0033,230	
9,1,330,330,0.033,0.01,230	
9,1,330,330,0.033,0.033,230	
9,1,330,330,0.033,0.1,231	
9,1,330,330,0.033,0.33,230	
9,1,330,330,0.1,0.001,230	
9,1,330,330,0.1,0.0033,229	
9,1,330,330,0.1,0.01,230	
9,1,330,330,0.1,0.033,229	
9,1,330,330,0.1,0.1,229	
9,1,330,330,0.1,0.33,230	
9,1,330,330,0.3,0.001,229	
9,1,330,330,0.3,0.0033,230	
9,1,330,330,0.3,0.01,229	
9,1,330,330,0.3,0.033,230	
9,1,330,330,0.3,0.1,230	
9,1,330,330,0.3,0.33,229	
9,1,330,330,0.9,0.001,230	
9,1,330,330,0.9,0.0033,229	
9,1,330,330,0.9,0.01,229	
9,1,330,330,0.9,0.033,230	
9,1,330,330,0.9,0.1,230	
9,1,330,330,0.9,0.33,229	
9,1,3300,100,0.01,0.001,230	
9,1,3300,100,0.01,0.0033,230	
9,1,3300,100,0.01,0.01,231	
9,1,3300,100,0.01,0.033,231	
9,1,3300,100,0.01,0.1,230	
9,1,3300,100,0.01,0.33,230	
9,1,3300,100,0.033,0.001,230	
9,1,3300,100,0.033,0.0033,230	
9,1,3300,100,0.033,0.01,231	
9,1,3300,100,0.033,0.033,230	
9,1,3300,100,0.033,0.1,231	
9,1,3300,100,0.033,0.33,230	
9,1,3300,100,0.1,0.001,230	
9,1,3300,100,0.1,0.0033,230	
9,1,3300,100,0.1,0.01,230	
9,1,3300,100,0.1,0.033,230	
9,1,3300,100,0.1,0.1,230	
9,1,3300,100,0.1,0.33,229	
9,1,3300,100,0.3,0.001,230	
9,1,3300,100,0.3,0.0033,229	
9,1,3300,100,0.3,0.01,230	
9,1,3300,100,0.3,0.033,230	
9,1,3300,100,0.3,0.1,230	
9,1,3300,100,0.3,0.33,231	
9,1,3300,100,0.9,0.001,230	
9,1,3300,100,0.9,0.0033,230	
9,1,3300,100,0.9,0.01,230	
9,1,3300,100,0.9,0.033,230	
9,1,3300,100,0.9,0.1,230	
9,1,3300,100,0.9,0.33,231	
9,1,3300,1000,0.01,0.001,230	
9,1,3300,1000,0.01,0.0033,231	
9,1,3300,1000,0.01,0.01,231	
9,1,3300,1000,0.01,0.033,231	
9,1,3300,1000,0.01,0.1,231	
9,1,3300,1000,0.01,0.33,230	
9,1,3300,1000,0.033,0.001,231	
9,1,3300,1000,0.033,0.0033,232	
9,1,3300,1000,0.033,0.01,231	
9,1,3300,1000,0.033,0.033,231	
9,1,3300,1000,0.033,0.1,231	
9,1,3300,1000,0.033,0.33,231	
9,1,3300,1000,0.1,0.001,230	
9,1,3300,1000,0.1,0.0033,231	
9,1,3300,1000,0.1,0.01,231	
9,1,3300,1000,0.1,0.033,230	
9,1,3300,1000,0.1,0.1,230	
9,1,3300,1000,0.1,0.33,231	
9,1,3300,1000,0.3,0.001,230	
9,1,3300,1000,0.3,0.0033,231	
9,1,3300,1000,0.3,0.01,230	
9,1,3300,1000,0.3,0.033,231	
9,1,3300,1000,0.3,0.1,230	
9,1,3300,1000,0.3,0.33,230	
9,1,3300,1000,0.9,0.001,231	
9,1,3300,1000,0.9,0.0033,231	
9,1,3300,1000,0.9,0.01,230	
9,1,3300,1000,0.9,0.033,231	
9,1,3300,1000,0.9,0.1,231	
9,1,3300,1000,0.9,0.33,230	
9,1,3300,33,0.01,0.001,230	
9,1,3300,33,0.01,0.0033,230	
9,1,3300,33,0.01,0.01,230	
9,1,3300,33,0.01,0.033,229	
9,1,3300,33,0.01,0.1,230	
9,1,3300,33,0.01,0.33,230	
9,1,3300,33,0.033,0.001,230	
9,1,3300,33,0.033,0.0033,229	
9,1,3300,33,0.033,0.01,230	
9,1,3300,33,0.033,0.033,230	
9,1,3300,33,0.033,0.1,230	
9,1,3300,33,0.033,0.33,230	
9,1,3300,33,0.1,0.001,229	
9,1,3300,33,0.1,0.0033,229	
9,1,3300,33,0.1,0.01,230	
9,1,3300,33,0.1,0.033,229	
9,1,3300,33,0.1,0.1,229	
9,1,3300,33,0.1,0.33,230	
9,1,3300,33,0.3,0.001,230	
9,1,3300,33,0.3,0.0033,229	
9,1,3300,33,0.3,0.01,229	
9,1,3300,33,0.3,0.033,230	
9,1,3300,33,0.3,0.1,230	
9,1,3300,33,0.3,0.33,229	
9,1,3300,33,0.9,0.001,230	
9,1,3300,33,0.9,0.0033,230	
9,1,3300,33,0.9,0.01,229	
9,1,3300,33,0.9,0.033,230	
9,1,3300,33,0.9,0.1,230	
9,1,3300,33,0.9,0.33,230	
9,1,3300,330,0.01,0.001,231	
9,1,3300,330,0.01,0.0033,230	
9,1,3300,330,0.01,0.01,230	
9,1,3300,330,0.01,0.033,230	
9,1,3300,330,0.01,0.1,231	
9,1,3300,330,0.01,0.33,230	
9,1,3300,330,0.033,0.001,230	
9,1,3300,330,0.033,0.0033,231	
9,1,3300,330,0.033,0.01,230	
9,1,3300,330,0.033,0.033,231	
9,1,3300,330,0.033,0.1,231	
9,1,3300,330,0.033,0.33,230	
9,1,3300,330,0.1,0.001,230	
9,1,3300,330,0.1,0.0033,230	
9,1,3300,330,0.1,0.01,230	
9,1,3300,330,0.1,0.033,230	
9,1,3300,330,0.1,0.1,231	
9,1,3300,330,0.1,0.33,230	
9,1,3300,330,0.3,0.001,230	
9,1,3300,330,0.3,0.0033,230	
9,1,3300,330,0.3,0.01,230	
9,1,3300,330,0.3,0.033,231	
9,1,3300,330,0.3,0.1,230	
9,1,3300,330,0.3,0.33,231	
9,1,3300,330,0.9,0.001,230	
9,1,3300,330,0.9,0.0033,230	
9,1,3300,330,0.9,0.01,230	
9,1,3300,330,0.9,0.033,230	
9,1,3300,330,0.9,0.1,230	
9,1,3300,330,0.9,0.33,230	
9,1,33000,100,0.01,0.001,231	
9,1,33000,100,0.01,0.0033,231	
9,1,33000,100,0.01,0.01,231	
9,1,33000,100,0.01,0.033,231	
9,1,33000,100,0.01,0.1,231	
9,1,33000,100,0.01,0.33,231	
9,1,33000,100,0.033,0.001,231	
9,1,33000,100,0.033,0.0033,231	
9,1,33000,100,0.033,0.01,231	
9,1,33000,100,0.033,0.033,230	
9,1,33000,100,0.033,0.1,230	
9,1,33000,100,0.033,0.33,231	
9,1,33000,100,0.1,0.001,231	
9,1,33000,100,0.1,0.0033,230	
9,1,33000,100,0.1,0.01,230	
9,1,33000,100,0.1,0.033,230	
9,1,33000,100,0.1,0.1,230	
9,1,33000,100,0.1,0.33,231	
9,1,33000,100,0.3,0.001,230	
9,1,33000,100,0.3,0.0033,231	
9,1,33000,100,0.3,0.01,231	
9,1,33000,100,0.3,0.033,231	
9,1,33000,100,0.3,0.1,230	
9,1,33000,100,0.3,0.33,231	
9,1,33000,100,0.9,0.001,231	
9,1,33000,100,0.9,0.0033,230	
9,1,33000,100,0.9,0.01,231	
9,1,33000,100,0.9,0.033,230	
9,1,33000,100,0.9,0.1,231	
9,1,33000,100,0.9,0.33,230	
9,1,33000,1000,0.3,0.33,232	
9,1,33000,1000,0.9,0.001,231	
9,1,33000,1000,0.9,0.0033,231	
9,1,33000,1000,0.9,0.01,231	
9,1,33000,1000,0.9,0.033,232	
9,1,33000,1000,0.9,0.1,231	
9,1,33000,1000,0.9,0.33,232	
9,1,33000,33,0.01,0.001,230	
9,1,33000,33,0.01,0.0033,230	
9,1,33000,33,0.01,0.01,230	
9,1,33000,33,0.01,0.033,230	
9,1,33000,33,0.01,0.1,230	
9,1,33000,33,0.01,0.33,230	
9,1,33000,33,0.033,0.001,230	
9,1,33000,33,0.033,0.0033,231	
9,1,33000,33,0.033,0.01,230	
9,1,33000,33,0.033,0.033,231	
9,1,33000,33,0.033,0.1,230	
9,1,33000,33,0.033,0.33,231	
9,1,33000,33,0.1,0.001,230	
9,1,33000,33,0.1,0.0033,230	
9,1,33000,33,0.1,0.01,230	
9,1,33000,33,0.1,0.033,231	
9,1,33000,33,0.1,0.1,231	
9,1,33000,33,0.1,0.33,230	
9,1,33000,33,0.3,0.001,230	
9,1,33000,33,0.3,0.0033,230	
9,1,33000,33,0.3,0.01,231	
9,1,33000,33,0.3,0.033,230	
9,1,33000,33,0.3,0.1,231	
9,1,33000,33,0.3,0.33,230	
9,1,33000,33,0.9,0.001,231	
9,1,33000,33,0.9,0.0033,230	
9,1,33000,33,0.9,0.01,230	
9,1,33000,33,0.9,0.033,230	
9,1,33000,33,0.9,0.1,230	
9,1,33000,33,0.9,0.33,230	
9,1,33000,330,0.01,0.001,231	
